CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;60;109;162;2130;306
01:00;46;111;48;900;116
02:00;41;54;31;710;87
03:00;42;68;54;970;123
04:00;41;70;41;770;102
05:00;45;77;80;870;166
06:00;46;76;97;890;193
07:00;54;80;183;1340;332
08:00;57;72;167;1670;310
09:00;64;105;180;1900;338
10:00;65;131;110;1490;231
11:00;54;127;57;1060;139
12:00;52;105;45;720;118
13:00;59;80;53;880;137
14:00;56;52;33;760;105
15:00;61;61;32;730;108
16:00;65;40;38;810;121
17:00;68;42;38;870;125
18:00;81;43;82;1290;205
19:00;95;41;146;1830;317
20:00;96;91;199;2230;398
21:00;85;101;237;2550;447
22:00;77;110;212;2420;399
23:00;66;131;122;1830;252
