CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;70;130;142;288
01:00;55;126;72;165
02:00;41;47;50;118
03:00;35;36;37;91
04:00;29;39;29;74
05:00;29;50;47;101
06:00;35;47;96;181
07:00;39;72;163;288
08:00;52;89;225;396
09:00;82;116;276;503
10:00;86;200;233;443
11:00;95;202;171;356
12:00;104;210;134;310
13:00;76;187;75;190
14:00;103;107;90;240
15:00;119;60;106;282
16:00;119;56;100;272
17:00;113;52;78;233
18:00;112;65;79;232
19:00;134;80;135;340
20:00;134;105;151;365
21:00;115;170;134;320
22:00;97;164;145;318
23:00;82;186;131;282
