CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;74;81;57;135;1800;280
01:00;59;78;56;99;1360;209
02:00;63;64;46;139;1680;275
03:00;57;58;42;90;1190;194
04:00;56;58;44;125;1390;246
05:00;59;51;41;89;1100;194
06:00;69;56;46;170;1410;327
07:00;76;53;45;210;1810;397
08:00;85;53;43;252;1900;471
09:00;87;61;45;242;1860;457
10:00;107;65;49;306;1980;575
11:00;104;55;42;187;1630;390
12:00;112;40;31;172;1450;376
13:00;109;35;25;146;1280;331
14:00;107;28;20;145;1300;328
15:00;120;33;24;204;1410;431
16:00;115;31;24;163;1630;363
17:00;115;27;20;163;1630;364
18:00;108;46;29;139;1420;320
19:00;102;48;32;145;1370;322
20:00;;56;38;;1600;
21:00;106;60;40;167;1810;361
22:00;93;69;47;163;1830;341
23:00;88;77;52;182;1940;365
