CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;66;56;1170;153
01:00;88;118;2000;268
02:00;74;68;1680;178
03:00;70;55;1480;154
04:00;72;64;1150;170
05:00;66;47;780;138
06:00;62;61;680;156
07:00;90;123;900;278
08:00;91;136;1010;300
09:00;78;103;840;236
10:00;60;64;560;157
11:00;52;49;420;127
12:00;60;55;520;144
13:00;53;53;470;135
14:00;52;49;430;126
15:00;52;43;440;117
16:00;62;60;570;153
17:00;71;79;650;191
18:00;70;61;680;164
19:00;102;144;1110;323
20:00;106;149;1250;333
21:00;106;169;1450;365
22:00;85;103;1410;242
23:00;82;97;1300;231
