CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;96;179;2050;370
01:00;58;129;2120;255
02:00;53;121;1950;237
03:00;51;156;1780;289
04:00;48;114;1740;222
05:00;44;75;1450;158
06:00;53;154;1550;288
07:00;68;245;2090;442
08:00;59;181;1830;336
09:00;75;242;1870;445
10:00;92;234;1840;450
11:00;91;129;1230;289
12:00;83;91;900;223
13:00;;;1040;
14:00;69;73;;180
15:00;77;70;660;184
16:00;79;68;630;183
17:00;95;80;840;219
18:00;106;89;1040;242
19:00;144;255;1740;534
20:00;135;278;1840;559
21:00;106;159;1440;349
22:00;136;333;2200;646
23:00;112;206;1900;427
