CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;66;68;59;71;770;174
01:00;55;57;52;48;630;127
02:00;45;106;100;38;520;102
03:00;39;108;103;28;440;81
04:00;38;110;104;26;420;76
05:00;41;110;104;57;470;127
06:00;44;106;99;116;510;220
07:00;57;105;97;202;640;365
08:00;78;115;100;259;840;471
09:00;90;92;80;255;1000;478
10:00;89;66;56;154;1080;324
11:00;103;45;34;159;1210;346
12:00;104;40;28;134;1200;309
13:00;95;37;26;80;1110;217
14:00;101;35;26;74;1190;214
15:00;132;41;30;120;1540;314
16:00;135;48;35;127;1620;329
17:00;119;46;34;98;1430;268
18:00;134;41;31;128;1550;330
19:00;152;41;32;137;1780;362
20:00;145;56;40;174;1730;410
21:00;119;67;50;158;1460;361
22:00;93;71;60;92;1120;234
23:00;78;73;62;77;910;196
