CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;4.29495;82.4073;98.1362;57.7721;147.623;1389;1210.43;308.856
00:00;3.99433;72.0765;82.332;48.9605;113.416;1249.81;1265.66;246.045
01:00;3.18653;55.1433;34.5059;27.2133;57.8553;819.56;1209.89;143.877
02:00;2.4485;42.7322;15.0074;11.8085;24.5302;486.398;1146.64;80.2477
03:00;1.93258;41.8734;14.5445;9.80045;24.8025;459.953;1070.1;79.9156
04:00;1.60561;34.2177;11.3797;7.84041;20.9991;424.096;956.966;66.4098
05:00;1.33025;36.3438;8.71675;6.08815;23.8731;394.027;832.269;72.9709
06:00;1.19254;33.1427;10.3804;7.82448;19.6444;387.811;701.332;63.4181
07:00;1.11476;43.2062;14.1032;9.37881;37.7768;475.201;587.107;101.003
08:00;1.08865;50.7615;19.3008;12.8952;68.0356;544.09;498.892;155.167
09:00;1.16812;56.7757;17.3448;12.2878;70.177;605.15;472.091;164.401
10:00;1.32185;49.552;22.293;16.9078;72.7479;663.72;494.256;161.229
11:00;1.62858;52.3211;24.4612;18.6891;62.0923;703.17;524.658;147.511
12:00;1.52371;42.408;23.1417;18.0772;44.0326;597.66;546.354;109.925
13:00;1.22083;28.9501;14.1782;11.5552;31.7299;501.86;559.833;77.5743
14:00;1.13753;37.9491;15.6062;12.3596;38.0089;513.39;575.53;96.2786
15:00;1.1462;42.196;15.356;12.285;43.2148;553.17;585.276;108.519
16:00;1.56999;47.1108;11.9852;9.57977;46.7431;532.54;583.833;118.815
17:00;1.61387;68.0645;19.3334;15.1022;74.7455;754.15;602.458;182.399
18:00;2.08742;85.3506;37.4821;30.9137;127.552;1077.23;654.146;280.645
19:00;2.71269;83.0513;52.722;42.6406;149.65;1301.79;728.974;312.537
20:00;3.00736;73.6032;56.0131;44.2498;129.994;1352.79;823.365;272.993
21:00;3.33986;71.2608;59.3466;48.1051;112.296;1198.34;910.425;243.477
22:00;3.50061;62.8123;64.1416;50.8723;110.335;1232.86;1000.36;232.061
23:00;3.44183;56.5637;55.1979;44.3691;102.546;1125.97;1071.96;213.874
00:00;2.62334;37.6696;37.7481;30.8027;34.9351;730.72;1096.73;91.2283
