CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;68;120;169;326
01:00;40;66;44;107
02:00;30;88;24;66
03:00;36;72;38;94
04:00;37;58;39;96
05:00;37;77;36;91
06:00;37;71;40;98
07:00;50;42;114;224
08:00;57;85;169;315
09:00;62;83;217;394
10:00;61;97;124;250
11:00;54;99;81;178
12:00;52;85;70;158
13:00;43;83;48;116
14:00;43;56;46;113
15:00;50;42;48;123
16:00;50;49;46;121
17:00;57;65;55;140
18:00;62;67;60;153
19:00;71;60;114;245
20:00;81;86;171;341
21:00;67;116;107;229
22:00;69;107;134;273
23:00;75;118;198;378
