CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;65;46;24;64;910;162
01:00;57;47;26;61;920;150
02:00;38;36;21;29;500;80
03:00;32;39;22;27;460;72
04:00;33;44;25;25;450;69
05:00;26;47;27;25;410;64
06:00;36;46;26;38;500;93
07:00;36;46;26;48;520;108
08:00;35;43;25;57;580;121
09:00;39;43;24;51;560;115
10:00;46;32;18;45;540;114
11:00;60;24;13;66;630;160
12:00;58;20;10;56;660;143
13:00;58;16;9;46;520;128
14:00;57;15;8;36;510;111
15:00;66;13;7;40;550;126
16:00;79;14;6;55;590;162
17:00;82;13;7;49;590;156
18:00;94;13;6;63;580;189
19:00;118;16;8;99;850;268
20:00;121;21;10;113;1150;293
21:00;115;29;15;100;1030;266
22:00;107;39;20;149;1290;334
23:00;84;38;20;89;1010;218
