CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;27;20;1000
01:00;27;20;950
02:00;36;25;940
03:00;37;24;890
04:00;34;23;850
05:00;36;24;810
06:00;43;30;850
07:00;57;39;920
08:00;62;42;1040
09:00;71;48;1190
10:00;85;42;1270
11:00;62;26;1240
12:00;65;26;1180
13:00;74;28;1120
14:00;57;24;1060
15:00;59;27;1030
16:00;62;28;1050
17:00;66;18;1040
18:00;24;13;1020
19:00;18;13;950
20:00;22;18;920
21:00;25;21;970
22:00;26;22;1010
23:00;24;20;1040
