CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;58;42;620;121
01:00;75;72;2530;185
02:00;70;56;2430;155
03:00;64;40;2360;125
04:00;65;46;2440;134
05:00;71;63;2550;168
06:00;77;112;2630;248
07:00;93;208;3250;413
08:00;98;241;3320;467
09:00;92;197;2970;395
10:00;93;179;2730;367
11:00;107;242;2800;477
12:00;100;156;2490;338
13:00;100;145;2350;322
14:00;101;134;1850;306
15:00;113;152;2170;346
16:00;97;111;1410;266
17:00;113;134;1450;317
18:00;126;195;1890;425
19:00;120;174;1680;387
20:00;112;142;1500;330
21:00;99;115;1300;275
22:00;84;75;1130;198
23:00;65;58;850;154
