CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;3.70384;75.4773;87.3008;46.1491;134.528;1286.84;1265.61;281.744
01:00;2.46024;21.9301;48.0078;40.1446;15.8286;569.953;880.57;46.1929
02:00;2.1191;19.1237;45.2325;38.5117;11.6865;528.341;806.799;37.0461
03:00;1.95661;20.1843;47.5323;40.5324;11.2216;538.143;737.77;37.395
04:00;1.84902;23.0847;44.487;37.2132;13.0765;513.468;677.563;43.0455
05:00;1.86688;29.7263;47.6881;38.5372;26.6941;571.78;636.699;70.6521
06:00;1.99629;45.1174;44.5518;35.561;68.2424;713.539;612.474;149.75
07:00;2.53885;60.7559;49.1849;38.3707;144.63;1250.55;669.321;282.567
08:00;3.08505;78.5258;48.7515;39.8211;210.192;1435.94;765.214;400.836
09:00;3.44559;74.2849;58.7379;46.3665;244.115;1447.87;874.954;448.58
10:00;3.64238;75.4061;59.3755;47.1249;201.025;1434.65;988.243;383.526
11:00;3.31504;56.0041;50.1769;41.0056;123.482;984.15;1043.99;245.7
12:00;3.00581;60.698;91.8388;41.6386;97.7298;886.018;1090.56;210.477
13:00;2.50029;61.8559;79.9178;34.809;75.1518;721.41;1109.27;177.285
14:00;1.88442;;61.312;26.686;;671.217;1103.98;
15:00;1.60271;80.0669;56.0397;24.664;92.8362;767.189;1043.56;222.225
16:00;1.80666;91.6459;59.5423;26.7778;115.048;889.652;975.269;267.811
17:00;2.17273;95.8571;69.0515;32.6339;127.954;1049.15;925.43;292.076
18:00;2.33454;87.6461;71.1993;36.038;112.485;978.044;868.354;260.079
19:00;2.5721;87.2228;78.1903;43.4811;131.693;1088.15;881.354;288.875
20:00;3.29203;93.6195;92.1827;52.2866;172.118;1325.18;936.249;357.522
21:00;3.75262;94.7816;114.163;63.0549;222.237;1651.93;1052.56;435.588
22:00;4.00024;84.6341;85.1477;51.4294;143.173;1529.64;1159.87;304.158
23:00;3.82239;73.262;76.2487;43.0066;116.122;1215.95;1215.96;251.151
