CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;116;72;38;85;1100;245
01:00;121;93;46;170;1490;380
02:00;82;74;40;36;640;137
03:00;72;60;39;25;570;109
04:00;79;67;47;49;770;153
05:00;78;88;65;53;920;159
06:00;95;115;66;170;1150;354
07:00;112;87;43;182;1110;389
08:00;124;106;46;240;1230;491
09:00;136;125;46;243;1250;509
10:00;114;78;34;155;820;352
11:00;;62;30;;;
12:00;90;62;30;77;;207
13:00;81;54;24;62;460;176
14:00;101;50;20;76;540;216
15:00;86;46;16;58;480;174
16:00;91;45;15;63;550;187
17:00;82;43;13;55;520;164
18:00;116;45;18;97;790;262
19:00;130;61;23;132;990;330
20:00;138;60;30;158;1200;379
21:00;125;65;39;116;1160;302
22:00;104;66;45;69;940;208
23:00;98;55;35;45;1040;167
