CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;8.73006;63.2161;157.911;130.546;167.998;2086.01;1428.05;320.956
01:00;4.65462;39.5114;79.2479;66.705;26.2684;860.298;1131.35;79.7992
02:00;4.3331;40.9977;79.9735;67.0046;31.6451;832.535;1112.08;89.5103
03:00;4.07094;40.5482;86.4238;72.7899;22.9542;793.34;1087.83;75.7606
04:00;3.59836;37.557;75.1625;63.3315;16.9717;691.508;1015.07;63.5966
05:00;3.09351;43.5362;60.0469;49.7998;28.8708;628.005;919.197;87.828
06:00;2.93177;51.0388;70.6373;55.6698;64.801;815.39;838.596;150.46
07:00;2.95442;72.355;61.6965;49.3255;160.025;1227.46;855.696;317.834
08:00;2.84937;81.0591;45.9089;37.974;166.805;1044.06;861.574;336.987
09:00;2.78392;67.5119;56.6035;45.0784;129.419;814.816;855.889;265.919
10:00;2.58809;71.8757;69.5925;45.4373;123.213;849.175;857.969;260.851
11:00;1.96351;59.8928;91.987;39.9144;90.9309;675.703;843.265;199.55
12:00;1.61051;55.0423;74.6967;31.988;74.7493;572.138;828.343;169.41
13:00;1.46989;74.0533;85.7261;34.3811;106.257;685.67;835.552;236.929
14:00;1.47529;66.2057;53.6897;28.392;83.4402;629.77;812.349;194.081
15:00;1.52082;80.2259;52.9121;27.9469;116.88;755.83;753.395;259.431
16:00;1.57419;77.5493;64.8314;31.1508;100.588;734.409;714.689;231.705
17:00;1.63932;71.4856;56.166;30.9895;74.3164;744.852;705.943;185.534
18:00;1.81398;74.5177;64.3525;36.9579;80.93;733.233;691.451;198.741
19:00;2.41637;84.866;83.2595;50.3688;134.026;1134.14;748.755;290.603
20:00;3.28703;83.944;97.0439;67.9012;157.251;1358.36;847.033;325.156
21:00;4.45481;86.8082;111.179;82.4162;181.104;1512.12;950.339;364.481
22:00;5.58759;95.3599;119.683;90.7811;259.573;2029.43;1125.3;493.572
23:00;7.14653;74.0549;124.609;102.089;151.625;1826.25;1259.1;306.785
