CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;75;51;99;1250;226
01:00;41;27;27;490;81
02:00;23;31;11;340;39
03:00;24;22;12;300;42
04:00;20;19;10;300;35
05:00;25;20;14;310;46
06:00;46;24;37;390;102
07:00;66;30;84;780;194
08:00;71;37;98;870;221
09:00;69;42;94;760;213
10:00;67;43;100;800;220
11:00;72;46;98;730;220
12:00;75;54;107;950;237
13:00;78;109;113;960;249
14:00;76;120;113;1040;248
15:00;86;127;109;1070;251
16:00;87;97;138;1350;297
17:00;83;113;118;1310;263
18:00;89;80;139;1640;300
19:00;87;49;140;1680;300
20:00;87;62;142;1580;303
21:00;79;66;112;1500;248
22:00;76;61;93;1220;218
23:00;73;57;88;1150;206
