CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;41;176;78;160
01:00;36;121;47;108
02:00;35;113;46;105
03:00;32;94;32;82
04:00;30;101;18;59
05:00;32;94;35;87
06:00;33;94;37;90
07:00;32;96;39;93
08:00;36;97;56;122
09:00;38;95;79;159
10:00;42;106;104;201
11:00;46;116;125;238
12:00;48;121;92;189
13:00;50;138;95;195
14:00;55;192;108;221
15:00;56;228;114;230
16:00;64;226;133;268
17:00;62;227;123;250
18:00;58;210;144;280
19:00;64;185;162;312
20:00;60;181;162;307
21:00;55;187;127;250
22:00;48;182;113;221
23:00;47;175;102;203
