CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;68.021;79.8477;54.6333;81.028;883.552;981.428;191.8
01:00;52.4507;71.8057;52.5294;34.8789;550.854;958.866;105.7
02:00;9.18931;4.35;4.5;5.25888;241.53;538.241;17.2627
03:00;10.708;4.35;4.5;5.69048;230.123;441.258;19.434
04:00;11.8803;12.7297;10.4558;5.48922;251.436;395.417;20.2948
05:00;21.1291;19.3133;15.7087;17.1878;326.499;359.899;47.4627
06:00;;19.7381;15.8956;;;319.064;
07:00;59.5326;23.8864;17.5851;85.6834;631;339.86;190.5
08:00;67.4901;35.8724;23.7039;109.375;821.325;400.168;234.6
09:00;53.6581;38.4866;22.9686;76.8426;538.133;434.292;171.1
10:00;50.1376;37.8766;21.8034;77.0816;561.634;480.021;167.9
11:00;48.891;30.702;17.0012;71.7503;564.853;527.84;158.5
12:00;39.5603;29.1076;15.8706;77.0615;584.053;575.357;157.3
13:00;62.173;24.961;14.5114;67.382;526.716;603.959;165.1
14:00;68.9796;30.0913;16.4082;85.3679;544.929;596.58;199.4
15:00;74.7717;38.9061;22.0357;102.718;662.578;600.528;231.7
16:00;73.0548;37.339;21.9578;96.5722;705.346;586.03;220.6
17:00;86.0255;43.8319;25.3701;125.381;731.348;610.182;277.6
18:00;75.8404;38.4595;22.6629;87.9173;687.774;625.95;210.2
19:00;94.067;46.4737;25.8546;134.23;847.017;661.22;299.2
20:00;103.632;54.6051;30.9632;183.073;1023.56;716.159;383.4
21:00;104.73;66.1262;40.8928;185.98;1146;793.569;388.9
22:00;99.0525;74.1911;48.1062;175.984;1060.41;858.004;368
23:00;91.4223;86.0443;58.7757;207.888;1471.76;959.152;409.1
