CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;76;170;86;1880;207
01:00;68;140;84;1580;196
02:00;64;127;85;1290;194
03:00;59;139;66;1210;160
04:00;58;101;84;1090;185
05:00;62;81;130;1250;259
06:00;63;87;152;1510;294
07:00;82;91;242;2260;451
08:00;87;104;128;1940;283
09:00;100;178;160;1970;344
10:00;66;191;48;1030;139
11:00;66;155;41;780;130
12:00;65;76;38;700;124
13:00;72;35;42;760;135
14:00;87;29;52;940;165
15:00;83;21;53;960;164
16:00;93;29;68;1100;197
17:00;86;30;50;890;163
18:00;81;37;44;840;147
19:00;101;42;67;1090;203
20:00;101;45;87;1290;233
21:00;108;71;110;1600;276
22:00;113;90;246;2750;488
23:00;87;129;105;1950;247
