CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;93;92;135;297
01:00;82;91;131;282
02:00;48;53;54;128
03:00;39;54;38;96
04:00;36;45;42;99
05:00;32;52;43;98
06:00;42;55;101;194
07:00;48;47;173;310
08:00;58;56;173;321
09:00;70;73;163;317
10:00;77;90;150;305
11:00;88;;98;237
12:00;87;;86;218
13:00;;;;
14:00;89;50;67;190
15:00;92;53;76;206
16:00;126;46;123;313
17:00;136;48;141;349
18:00;128;59;96;273
19:00;113;58;87;244
20:00;118;63;117;295
21:00;133;68;196;432
22:00;121;95;195;417
23:00;119;109;239;484
