CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;62;85;43;126
01:00;71;72;31;118
02:00;52;68;16;76
03:00;23;57;7;34
04:00;33;51;11;49
05:00;29;57;12;47
06:00;44;47;20;73
07:00;75;62;67;175
08:00;76;90;77;192
09:00;53;90;41;113
10:00;48;74;38;105
11:00;47;66;35;100
12:00;46;67;36;100
13:00;45;56;38;102
14:00;44;55;33;94
15:00;52;48;40;112
16:00;56;43;39;116
17:00;61;50;42;125
18:00;50;53;37;105
19:00;76;46;67;177
20:00;81;49;65;177
21:00;74;66;63;168
22:00;73;86;71;180
23:00;67;90;61;159
