CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;87;62;182
01:00;77;38;135
02:00;43;31;91
03:00;38;22;72
04:00;53;35;107
05:00;39;30;86
06:00;59;94;203
07:00;84;191;377
08:00;91;207;407
09:00;98;198;401
10:00;85;118;266
11:00;84;87;217
12:00;84;89;221
13:00;93;102;249
14:00;95;90;232
15:00;85;77;203
16:00;99;89;235
17:00;96;81;220
18:00;93;80;215
19:00;112;105;272
20:00;89;55;173
21:00;101;75;215
22:00;97;76;213
23:00;99;76;215
