CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;74;247;80;1640;196
01:00;46;92;41;1350;109
02:00;42;100;23;1340;76
03:00;42;109;53;1460;122
04:00;39;107;35;1290;92
05:00;39;72;54;1460;122
06:00;48;96;135;1670;253
07:00;57;112;273;2620;474
08:00;66;133;273;2630;483
09:00;62;60;175;1880;328
10:00;65;130;145;1470;286
11:00;64;109;105;1120;224
12:00;66;82;101;990;220
13:00;61;73;68;770;164
14:00;74;57;106;910;234
15:00;71;36;78;880;190
16:00;91;42;120;1310;272
17:00;78;45;96;1250;224
18:00;110;85;216;2190;440
19:00;119;120;245;2540;493
20:00;102;113;186;2230;385
21:00;98;156;177;2170;368
22:00;89;239;149;1990;316
23:00;91;288;175;2500;358
