CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;52;228;163;3100;300
01:00;45;265;268;3910;455
02:00;33;234;161;3060;278
03:00;30;226;153;2910;264
04:00;32;224;161;2890;277
05:00;45;185;292;3390;490
06:00;42;192;226;2630;387
07:00;43;210;203;2570;352
08:00;58;183;296;2990;511
09:00;60;174;237;2860;422
10:00;70;222;200;2770;376
11:00;79;211;205;2730;391
12:00;95;209;258;3300;490
13:00;115;241;312;4100;592
14:00;126;245;365;4850;685
15:00;128;297;490;6130;877
16:00;134;328;563;7060;996
17:00;112;431;377;5690;689
18:00;104;429;311;5630;580
19:00;82;389;246;3930;458
20:00;70;348;189;3280;359
21:00;65;297;161;2900;312
22:00;60;271;162;2810;307
23:00;63;220;235;3700;422
