CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;36;940;100
01:00;35;37;1090;91
02:00;30;27;690;70
03:00;33;45;850;101
04:00;23;19;550;51
05:00;33;70;760;140
06:00;46;161;1720;290
07:00;48;125;1850;239
08:00;;;;
09:00;61;170;1430;321
10:00;58;145;1180;279
11:00;57;146;1200;278
12:00;68;173;1300;332
13:00;72;171;1340;334
14:00;65;119;1350;246
15:00;72;132;1540;273
16:00;72;103;1620;230
17:00;71;128;1620;268
18:00;68;135;1660;275
19:00;67;142;1710;283
20:00;76;149;1600;303
21:00;69;142;1490;286
22:00;78;179;1810;352
23:00;59;68;1110;163
