CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;37;176;181;313
01:00;40;161;186;325
02:00;31;107;46;102
03:00;24;96;37;81
04:00;26;78;38;84
05:00;33;68;69;139
06:00;43;67;149;271
07:00;54;73;269;466
08:00;65;95;308;535
09:00;55;121;208;373
10:00;47;119;181;324
11:00;50;125;183;329
12:00;51;118;142;268
13:00;52;110;122;238
14:00;54;100;124;243
15:00;71;96;158;313
16:00;67;90;172;330
17:00;72;93;180;348
18:00;82;94;239;448
19:00;98;110;292;544
20:00;84;133;349;618
21:00;78;151;377;656
22:00;54;191;245;429
23:00;47;195;231;400
