CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;67;63;930;163
01:00;58;37;720;114
02:00;42;59;830;131
03:00;37;54;690;118
04:00;37;78;720;156
05:00;43;89;680;178
06:00;49;150;910;277
07:00;54;253;1510;440
08:00;68;334;2070;579
09:00;77;319;1660;565
10:00;88;249;1610;469
11:00;84;151;1350;314
12:00;98;131;1270;297
13:00;95;105;860;255
14:00;91;74;710;204
15:00;84;63;650;179
16:00;99;82;920;224
17:00;114;110;1160;281
18:00;121;113;1270;293
19:00;128;148;1560;354
20:00;135;219;2050;468
21:00;117;207;1710;433
22:00;101;154;1320;335
23:00;89;122;1200;274
