CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;60;27;17;38;730;117
01:00;52;29;17;24;580;88
02:00;37;31;21;28;590;79
03:00;22;27;19;12;470;40
04:00;33;26;18;19;490;62
05:00;27;26;18;18;480;54
06:00;28;26;18;18;480;55
07:00;41;26;18;33;520;91
08:00;42;26;18;38;660;100
09:00;45;24;17;39;610;105
10:00;38;38;28;35;610;92
11:00;45;27;19;39;710;104
12:00;43;24;16;34;650;95
13:00;49;25;16;36;590;104
14:00;61;23;15;36;680;116
15:00;63;24;15;42;800;128
16:00;66;24;16;42;760;130
17:00;68;27;17;42;790;131
18:00;65;22;13;47;720;136
19:00;95;23;13;82;900;221
20:00;106;24;14;123;1020;293
21:00;122;27;17;178;1360;394
22:00;101;27;17;93;1330;242
23:00;85;28;18;77;980;202
