CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;59;41;1410
01:00;61;43;1360
02:00;59;43;1200
03:00;62;44;1120
04:00;60;45;1040
05:00;61;43;1000
06:00;76;53;970
07:00;80;56;1010
08:00;95;63;1100
09:00;91;60;1160
10:00;96;52;1260
11:00;77;34;1360
12:00;68;27;1350
13:00;45;20;1270
14:00;53;22;1200
15:00;36;19;1130
16:00;45;21;1100
17:00;50;24;1110
18:00;46;24;1110
19:00;47;23;1120
20:00;59;30;1180
21:00;57;33;1310
22:00;60;37;1390
23:00;57;38;1400
