CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;112;98;36;120;1040;293
01:00;98;78;34;83;840;223
02:00;68;65;37;76;660;183
03:00;61;90;54;54;500;142
04:00;56;61;41;59;440;145
05:00;51;59;39;73;410;161
06:00;57;62;36;135;650;262
07:00;71;61;35;208;1020;388
08:00;95;98;44;280;1440;522
09:00;117;94;40;191;1290;408
10:00;139;74;28;197;1240;440
11:00;145;55;19;152;1000;377
12:00;138;26;9;94;800;280
13:00;131;27;8;82;660;255
14:00;131;22;7;78;700;249
15:00;145;24;6;104;910;303
16:00;;46;9;;890;
17:00;121;23;7;70;660;226
18:00;144;36;9;82;680;268
19:00;157;42;10;102;870;312
20:00;165;45;13;134;1020;368
21:00;196;95;23;330;2140;698
22:00;152;86;30;211;1640;473
23:00;118;79;31;99;1020;268
