CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;67;211;286;3710;503
01:00;33;90;13;920;53
02:00;33;94;9;950;46
03:00;35;95;8;790;48
04:00;39;71;17;850;65
05:00;45;88;34;790;97
06:00;60;75;116;1050;237
07:00;64;81;210;1890;385
08:00;74;108;179;1950;347
09:00;74;111;154;1550;308
10:00;75;122;154;1500;310
11:00;64;121;91;1050;203
12:00;53;100;84;1040;182
13:00;63;86;81;950;187
14:00;76;79;95;1110;222
15:00;76;63;101;1240;230
16:00;77;80;118;1450;257
17:00;74;91;127;1510;269
18:00;82;97;146;1890;305
19:00;88;111;278;2770;514
20:00;108;192;429;4090;764
21:00;98;259;408;4070;723
22:00;82;235;298;3780;537
23:00;78;221;289;3510;521
