CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;69;107;31;116
01:00;48;91;22;81
02:00;44;69;10;60
03:00;45;90;12;63
04:00;38;85;11;54
05:00;43;75;19;71
06:00;;87;;
07:00;60;129;99;211
08:00;72;226;172;334
09:00;78;301;151;309
10:00;81;252;136;289
11:00;88;199;147;312
12:00;79;192;65;179
13:00;83;72;53;164
14:00;87;63;53;168
15:00;87;80;52;167
16:00;95;64;55;179
17:00;104;67;69;211
18:00;91;80;54;173
19:00;98;92;83;225
20:00;113;55;86;245
21:00;103;76;70;211
22:00;91;110;62;186
23:00;87;119;57;175
