CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;49;135;147;2250;274
01:00;38;129;76;1690;155
02:00;26;110;85;1660;156
03:00;22;96;73;1500;133
04:00;23;97;88;1400;158
05:00;37;80;204;1910;348
06:00;56;97;364;2920;613
07:00;60;103;371;3380;626
08:00;91;143;514;3850;877
09:00;77;191;380;3340;656
10:00;88;235;388;3320;681
11:00;98;224;268;2510;507
12:00;97;220;214;2070;425
13:00;98;180;148;1580;325
14:00;69;160;67;950;171
15:00;69;101;65;880;168
16:00;79;53;88;1330;214
17:00;98;59;169;2530;356
18:00;101;50;241;2950;469
19:00;100;94;290;3160;543
20:00;110;110;401;3920;722
21:00;96;152;379;3800;675
22:00;86;186;350;3410;621
23:00;67;163;228;2930;416
