CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;74;250;100;2740;226
01:00;63;221;92;2460;202
02:00;67;191;68;1940;169
03:00;58;173;64;1970;155
04:00;54;152;74;1860;167
05:00;59;165;97;1950;206
06:00;61;172;168;2400;317
07:00;79;170;239;2920;443
08:00;101;200;232;2820;454
09:00;82;209;87;1370;214
10:00;78;186;77;1000;195
11:00;67;155;49;820;141
12:00;65;104;40;770;125
13:00;59;58;36;700;113
14:00;70;48;43;900;134
15:00;74;21;46;870;143
16:00;80;33;45;820;147
17:00;114;41;98;1230;262
18:00;113;46;84;1240;240
19:00;123;57;146;1990;345
20:00;140;76;322;3350;630
21:00;115;118;224;2820;456
22:00;111;192;222;3270;448
23:00;97;213;194;3280;393
