CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;62;100;36;1110;117
01:00;50;83;14;790;71
02:00;42;181;6;680;51
03:00;33;117;4;500;38
04:00;48;79;27;560;88
05:00;58;52;50;750;134
06:00;65;72;91;1220;203
07:00;87;95;124;1520;276
08:00;81;106;80;2000;203
09:00;96;107;92;1560;236
10:00;107;125;78;1700;226
11:00;86;129;56;1490;171
12:00;88;129;63;1700;183
13:00;71;93;46;1930;141
14:00;99;61;66;2310;198
15:00;103;41;72;1970;213
16:00;104;37;87;2380;236
17:00;84;44;48;2250;158
18:00;108;57;80;3000;229
19:00;94;53;65;1400;193
20:00;94;63;78;1480;213
21:00;88;79;76;1620;203
22:00;79;99;78;1650;197
23:00;68;112;41;1300;129
