CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;66;86;62;1230;161
01:00;54;86;43;950;121
02:00;36;51;21;670;69
03:00;32;35;18;600;59
04:00;29;44;16;580;53
05:00;29;39;32;570;79
06:00;33;55;65;820;132
07:00;43;50;92;1140;183
08:00;58;68;129;1940;256
09:00;60;85;129;1660;258
10:00;66;83;133;1630;269
11:00;69;89;84;1370;197
12:00;81;66;56;1280;167
13:00;88;59;54;1290;170
14:00;81;65;59;1180;172
15:00;86;65;71;1190;195
16:00;74;60;46;1110;144
17:00;96;54;85;1550;225
18:00;;48;;;
19:00;117;69;89;1610;253
20:00;106;72;85;1420;236
21:00;102;75;86;1630;234
22:00;91;70;71;1600;200
23:00;81;74;79;1500;202
