CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;39;15;48;112
01:00;29;21;30;76
02:00;29;41;25;68
03:00;23;39;13;43
04:00;16;23;9;29
05:00;26;11;20;57
06:00;44;11;67;147
07:00;51;26;115;228
08:00;56;44;135;262
09:00;66;36;131;267
10:00;58;44;98;207
11:00;64;40;122;250
12:00;59;43;80;182
13:00;59;27;84;188
14:00;60;34;78;180
15:00;62;26;85;191
16:00;59;38;72;168
17:00;60;25;80;182
18:00;59;19;81;182
19:00;67;30;98;217
20:00;64;22;106;226
21:00;59;38;94;202
22:00;52;17;100;204
23:00;43;15;72;154
