CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;55;26;18;69;920;160
01:00;37;30;19;24;660;74
02:00;25;31;22;8;470;36
03:00;19;35;22;6;410;28
04:00;23;33;22;5;420;31
05:00;36;35;22;15;430;59
06:00;41;35;22;39;500;100
07:00;71;33;23;100;890;224
08:00;81;37;24;130;890;279
09:00;74;;;136;840;282
10:00;94;;;170;960;353
11:00;93;;;173;910;357
12:00;96;;;166;900;349
13:00;89;;;116;790;266
14:00;72;;;76;650;188
15:00;96;;;107;750;259
16:00;99;;;108;820;263
17:00;107;;;106;860;269
18:00;104;;;105;950;264
19:00;98;;;102;920;253
20:00;83;;;79;780;203
21:00;86;;;118;950;265
22:00;79;;;117;970;257
23:00;67;;;94;900;211
