CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;78;272;1970;494
01:00;76;237;1540;439
02:00;35;57;620;121
03:00;31;45;610;99
04:00;31;55;670;114
05:00;33;76;750;148
06:00;42;154;1130;278
07:00;56;236;1440;417
08:00;60;282;2060;491
09:00;87;369;2320;651
10:00;78;233;1460;434
11:00;63;98;720;211
12:00;59;84;660;188
13:00;66;88;670;200
14:00;72;88;650;206
15:00;72;80;650;194
16:00;85;99;1140;235
17:00;86;107;950;250
18:00;96;138;1070;306
19:00;108;225;1710;451
20:00;102;216;1640;432
21:00;92;174;1480;356
22:00;93;248;1830;473
23:00;89;310;2250;564
