CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;77;264;62;2460;170
01:00;69;85;63;860;164
02:00;54;54;35;660;108
03:00;59;54;42;780;123
04:00;51;57;35;590;103
05:00;53;59;36;630;110
06:00;62;56;52;760;139
07:00;57;71;42;690;121
08:00;79;63;104;1080;237
09:00;76;74;94;1060;218
10:00;69;81;77;940;185
11:00;82;74;116;1230;258
12:00;74;87;82;1220;199
13:00;78;92;83;1370;204
14:00;91;99;100;1680;242
15:00;99;110;138;1660;308
16:00;106;117;148;2070;331
17:00;118;128;187;2590;403
18:00;109;163;189;2690;398
19:00;102;196;178;2470;375
20:00;;207;;;
21:00;88;247;130;2560;285
22:00;84;259;135;2860;291
23:00;81;264;99;2520;233
