CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;1.96973;32.6055;51.7618;39.405;27.9297;396.429;428.535;75.4503
01:00;9.02117;;122.45;93.6441;;;1796.01;
02:00;5.79502;24.479;61.2642;47.0172;9.40688;503.951;1612.07;38.9
03:00;3.98137;16.1218;36.2534;27.7914;7.42069;264.343;1400.16;27.4
04:00;2.91137;15.1122;29.0813;22.33;7.25546;154.759;1151.65;26.3
05:00;2.0434;17.6054;25.7176;19.6325;15.5213;205.866;948.701;41.3
06:00;1.72474;28.4314;27.082;19.815;40.1991;336.731;784.989;89.8
07:00;1.76655;52.6474;26.875;18.7726;89.3777;541.667;589.45;189.2
08:00;2.0037;63.3384;24.4557;18.0087;107.671;687.283;384.943;228.599
09:00;2.1745;75.3472;35.6646;24.809;172.384;962.26;457.108;339.771
10:00;2.00403;64.4692;23.4904;16.9986;113.904;647.665;475.072;239.169
11:00;1.69304;58.8949;23.597;15.926;104.596;603.218;517.431;219.51
12:00;1.17512;38.6798;38.0634;12.3916;50.9957;305.813;536.313;116.88
13:00;1.05696;45.735;49.8799;15.5368;68.6539;334.984;552.453;151.039
14:00;1.04759;45.6309;47.8789;14.7963;61.245;315.519;549.801;139.51
15:00;1.08996;46.9487;26.3281;12.3039;57.9716;298.847;519.449;136.013
16:00;1.30383;46.2925;19.4648;14.1518;65.6733;370.097;479.8;146.977
17:00;1.50533;56.213;22.1216;15.981;78.2777;466.177;417.79;176.402
18:00;1.80486;60.4487;28.4669;21.276;93.0335;563.282;407.242;203.255
19:00;1.88671;46.1139;31.5687;23.9793;58.6;441.446;387.021;135.983
20:00;1.82416;46.1485;31.1728;23.4688;53.5884;400.734;398.886;128.372
21:00;1.72111;36.0632;24.609;18.6036;39.8074;323.468;397.446;97.1002
22:00;1.70078;41.8171;24.0571;18.0904;42.3665;375.078;404.891;106.862
23:00;1.99372;41.3357;42.1902;31.4383;44.0382;461.669;425.244;108.896
