CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;55;77;7;790;66
01:00;50;74;10;730;64
02:00;35;90;8;520;47
03:00;38;62;10;450;52
04:00;41;56;12;450;59
05:00;54;51;55;780;137
06:00;71;58;124;1300;260
07:00;76;107;117;2480;254
08:00;90;146;112;2270;260
09:00;104;252;93;1680;245
10:00;86;188;48;1090;160
11:00;84;144;44;1180;150
12:00;76;105;33;950;126
13:00;77;92;31;920;123
14:00;85;53;37;950;141
15:00;84;38;34;1100;136
16:00;82;46;37;1030;138
17:00;85;45;32;980;134
18:00;87;41;45;1030;156
19:00;73;50;32;820;121
20:00;89;38;56;1050;175
21:00;99;50;117;1750;278
22:00;86;74;61;1450;179
23:00;76;74;62;1460;170
