CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;75;54;64;730;172
01:00;68;51;46;620;138
02:00;30;28;13;210;50
03:00;22;27;8;200;35
04:00;19;24;5;180;28
05:00;40;32;21;210;73
06:00;49;45;39;240;109
07:00;65;46;79;540;186
08:00;72;49;85;480;202
09:00;66;41;79;460;187
10:00;65;35;80;440;188
11:00;79;31;101;670;235
12:00;70;33;77;440;187
13:00;71;57;74;490;184
14:00;86;46;89;600;222
15:00;81;35;74;520;194
16:00;;36;;;
17:00;106;65;121;1040;291
18:00;97;52;100;960;250
19:00;93;54;106;1010;255
20:00;106;60;111;890;276
21:00;107;66;143;1160;325
22:00;86;50;81;860;211
23:00;87;68;106;1000;250
