CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;66;130;72;1870;175
01:00;72;155;79;1570;192
02:00;70;162;78;1520;188
03:00;67;158;78;1540;186
04:00;65;145;74;1700;178
05:00;64;147;53;2050;145
06:00;61;175;48;1900;135
07:00;65;162;85;2050;194
08:00;72;161;132;2170;272
09:00;76;160;152;2470;308
10:00;77;169;133;2460;278
11:00;85;193;174;3050;350
12:00;91;221;158;2310;333
13:00;96;196;148;2170;322
14:00;83;182;132;2030;283
15:00;95;156;176;2350;364
16:00;107;171;184;2540;387
17:00;100;181;176;2230;369
18:00;104;148;242;3170;474
19:00;93;180;189;2260;382
20:00;88;135;172;2050;350
21:00;82;120;147;1740;307
22:00;86;99;210;2800;407
23:00;75;135;128;2190;271
