CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;64;33;43;1070;129
01:00;61;30;68;1100;165
02:00;30;49;5;470;37
03:00;34;44;9;470;48
04:00;38;33;16;520;62
05:00;65;29;68;780;170
06:00;86;25;148;1700;312
07:00;107;27;203;3100;417
08:00;96;46;153;2370;330
09:00;102;46;126;1810;294
10:00;83;42;99;1540;234
11:00;83;35;96;1510;230
12:00;76;36;59;1100;166
13:00;72;49;58;1000;162
14:00;90;60;78;1510;209
15:00;90;50;91;1720;228
16:00;87;51;75;1700;202
17:00;85;37;68;1380;188
18:00;72;39;55;1100;156
19:00;77;50;61;1230;170
20:00;92;44;86;1620;224
21:00;79;45;64;1180;176
22:00;86;59;100;1680;238
23:00;80;34;84;1620;208
