CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;2.31615;54.4971;54.7598;40.4993;53.2268;560.628;958.015;135.8
01:00;2.48965;54.9876;51.7433;35.3494;71.0638;657.93;945.101;163.6
02:00;2.14152;42.4404;53.5209;37.5397;55.0447;528.161;899.594;126.4
03:00;2.06889;36.8757;56.3298;40.2881;31.9734;485.599;789.734;85.8
04:00;2.14622;37.0229;49.6963;37.6503;58.4403;470.78;692.698;126.2
05:00;3.35116;35.797;50.1819;38.2083;94.7523;536.404;642.094;180.6
06:00;5.59624;45.2876;78.5002;57.7645;142.59;742.88;595.003;263.2
07:00;5.21847;69.536;90.373;62.1731;361.962;1438.69;677.634;622.6
08:00;4.86576;71.8395;86.0172;54.7238;323.946;1384.42;780.608;566.7
09:00;4.54112;86.6903;86.364;45.6154;297.221;1141.79;841.091;540.8
10:00;5.12253;82.0475;91.3209;43.8814;176.248;985.43;898.249;351.2
11:00;3.31777;89.8749;77.4958;36.5562;187.288;920.83;952.653;376.1
12:00;2.96214;91.6656;78.9175;34.431;180.088;943.65;1011.76;366.9
13:00;2.23419;106.676;68.7603;32.3452;219.395;931.16;1061.11;441.9
14:00;2.2191;118.335;63.3018;30.5175;248.852;1089.82;1104.47;498.6
15:00;1.968;105.509;55.6686;29.0181;143.735;800.2;1024.66;325.1
16:00;2.52017;95.7058;54.9727;26.6979;139.685;966.45;972.416;309.2
17:00;3.49159;110.61;76.7763;34.6797;229.158;1195;979.068;460.8
18:00;4.57733;110.156;78.1867;37.0334;245.482;1186.82;1004.24;485.3
19:00;5.32236;110.419;89.4702;46.9466;263.451;1530.15;1080.41;513
20:00;5.80574;108.657;97.2889;50.6967;342.548;1752.34;1181.49;632
21:00;5.02395;90.4466;90.9405;55.9267;287.819;1733.06;1281.73;530.2
22:00;4.77977;77.2613;91.0995;56.8572;229.864;1464.72;1328.59;428.6
23:00;3.8303;61.8643;83.0635;52.8239;187.756;1198.19;1378.34;348.9
00:00;3.37761;55.1624;75.8799;51.775;128.217;994.37;1381.83;251.1
01:00;3.04959;39.7814;75.3473;51.7843;113.036;856.05;1339.46;212.5
