CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;49;68;24;730;85
01:00;45;53;28;730;88
02:00;40;69;11;660;56
03:00;36;72;16;540;60
04:00;36;66;20;510;66
05:00;50;54;92;970;191
06:00;58;72;132;1550;259
07:00;70;91;173;1990;334
08:00;73;111;138;1690;284
09:00;65;152;96;1390;212
10:00;77;191;99;1450;227
11:00;64;162;59;1060;153
12:00;63;135;50;860;139
13:00;68;102;51;780;147
14:00;66;54;42;710;129
15:00;;32;;;
16:00;66;53;45;810;134
17:00;68;36;54;990;150
18:00;67;42;50;900;144
19:00;69;22;54;920;152
20:00;72;47;58;1070;160
21:00;74;68;62;1290;168
22:00;59;63;38;860;116
23:00;49;75;28;790;92
