CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;58;127;252
01:00;46;79;166
02:00;40;82;165
03:00;37;83;164
04:00;32;70;138
05:00;32;71;141
06:00;35;107;197
07:00;49;156;288
08:00;49;169;307
09:00;60;212;383
10:00;62;177;332
11:00;54;118;235
12:00;63;131;263
13:00;69;82;196
14:00;71;57;159
15:00;89;78;208
16:00;83;71;192
17:00;103;125;295
18:00;115;177;386
19:00;119;228;468
20:00;124;323;617
21:00;98;240;465
22:00;84;198;386
23:00;67;148;292
