CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;47;58;51;61;1000;138
01:00;25;17;13;25;530;64
02:00;22;13;9;19;450;50
03:00;20;14;10;14;410;42
04:00;20;14;10;13;390;40
05:00;25;16;12;23;410;61
06:00;30;16;13;41;450;93
07:00;36;19;15;65;650;134
08:00;45;29;23;104;870;205
09:00;59;41;33;157;1430;299
10:00;59;45;37;165;1290;310
11:00;54;39;32;112;870;225
12:00;53;40;30;101;850;208
13:00;52;43;28;98;760;202
14:00;47;51;35;108;950;211
15:00;49;42;30;121;1030;233
16:00;63;38;28;130;1350;261
17:00;65;50;43;196;1700;365
18:00;65;56;47;197;1650;367
19:00;62;71;56;201;1620;369
20:00;52;74;57;143;1520;270
21:00;54;86;69;139;1490;264
22:00;48;61;54;79;960;168
23:00;49;66;59;85;1250;177
