CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.26917;81.285;82.6359;40.451;158.85;1083.12;1411.47;324
01:00;1.61211;56.729;58.4805;34.8444;75.8786;775.65;1341.71;172.7
02:00;0.363799;49.6099;37.8538;21.1944;20.7158;385.922;1398.58;81.2
03:00;0.290106;23.6786;31.8883;20.6265;5.2038;289.652;1223.15;31.6
04:00;0.338424;26.1587;28.3227;22.0847;7.19588;261.706;1028.34;37.2
05:00;1.18196;43.6334;37.9484;29.9475;24.5749;370.452;816.247;81.2
06:00;1.39804;60.3031;46.397;35.3769;86.5151;569.328;655.666;192.5
07:00;2.16392;74.3758;51.7053;40.2778;213.329;961.904;571.571;400.3
08:00;2.89659;79.6786;58.5932;44.5641;257.316;1188.7;604.717;472.9
09:00;3.11036;84.232;91.1329;57.9285;285.377;1312.15;667.477;520.3
10:00;1.90745;98.9377;96.6174;46.9213;259.079;1323.96;784.732;494.8
11:00;1.32119;102.457;47.0723;19.0901;120.865;838.577;853.347;287.2
12:00;0.931026;100.928;41.9033;17.3557;109.826;771.954;917.128;268.7
13:00;0.730702;79.7615;34.5468;13.8246;68.2002;559.31;940.735;184
14:00;0.869054;68.8935;33.4114;13.2614;53.4603;481.3;929.732;150.6
15:00;1.45355;97.7862;42.1604;17.2112;94.9119;635.496;888.931;242.8
16:00;3.03437;120.168;52.2759;21.0941;162.227;950.701;859.181;368
17:00;2.94183;134.655;66.2726;26.2813;242.579;1333.71;861.876;505.4
18:00;3.15102;144.669;67.5104;26.8954;259.133;1382.8;869.231;540.6
19:00;3.27312;145.25;63.57;26.6452;259.731;1517.29;954.07;542.1
20:00;2.90839;132.693;59.2865;27.8104;229.161;1907.06;1095.96;482.9
21:00;3.26038;103.615;55.3186;32.1783;170.495;1209.12;1177.18;364.1
22:00;3.49716;98.2384;70.1364;36.5628;222.045;1532.01;1308.52;437.4
23:00;3.04159;89.3419;79.1736;38.4497;190.803;1326.65;1394.92;380.8
