CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;54;47;86;184
01:00;46;35;67;146
02:00;32;6;28;72
03:00;20;7;22;52
04:00;24;6;25;61
05:00;24;6;29;67
06:00;29;5;40;90
07:00;28;6;43;92
08:00;31;7;54;113
09:00;37;5;44;104
10:00;44;5;54;125
11:00;41;7;54;122
12:00;45;6;54;127
13:00;48;22;48;119
14:00;52;23;52;129
15:00;52;15;57;137
16:00;46;28;46;115
17:00;54;17;60;144
18:00;68;24;79;186
19:00;72;16;81;192
20:00;82;21;114;254
21:00;86;32;149;312
22:00;85;35;190;373
23:00;67;53;101;220
