CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;140;47;1240;117
01:00;17;19;9;440;32
02:00;12;25;4;380;19
03:00;10;32;3;380;16
04:00;19;28;9;450;34
05:00;25;15;21;480;58
06:00;43;38;69;860;149
07:00;49;54;114;1310;224
08:00;54;45;121;1520;240
09:00;58;70;135;1750;265
10:00;69;99;169;1980;327
11:00;73;102;160;2380;280
12:00;;104;;1690;
13:00;56;109;105;1460;215
14:00;64;86;106;1280;226
15:00;72;74;123;1510;259
16:00;82;81;128;1760;277
17:00;98;102;254;3120;484
18:00;110;158;288;3480;549
19:00;;220;;;
20:00;86;228;231;3170;437
21:00;72;202;154;2240;307
22:00;71;202;133;2170;273
23:00;62;175;97;1610;209
