CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;10;16;12;7;320;20
01:00;12;19;14;6;390;22
02:00;12;17;12;8;370;24
03:00;8;15;11;5;340;16
04:00;6;12;9;2;320;8
05:00;5;12;9;2;290;8
06:00;8;10;6;3;310;13
07:00;14;6;4;9;300;27
08:00;15;8;6;6;310;23
09:00;17;12;9;8;310;28
10:00;22;15;11;12;340;40
11:00;20;21;14;15;390;42
12:00;20;25;17;17;400;46
13:00;23;25;16;24;420;60
14:00;28;22;14;23;400;62
15:00;26;16;10;22;370;59
16:00;25;17;10;20;380;55
17:00;46;34;22;41;640;108
18:00;49;57;38;40;720;111
19:00;43;54;37;36;720;97
20:00;35;39;27;28;560;78
21:00;33;32;22;27;540;74
22:00;25;24;17;20;470;55
23:00;19;21;16;16;400;43
