CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;58;17;9;34;530;109
01:00;34;15;8;20;280;65
02:00;59;29;16;42;600;123
03:00;23;11;9;13;320;42
04:00;28;8;7;16;210;52
05:00;52;8;7;28;420;94
06:00;86;9;9;79;830;207
07:00;85;9;9;106;900;247
08:00;81;12;9;87;800;214
09:00;94;16;11;113;930;266
10:00;111;17;11;165;1210;364
11:00;85;14;8;101;880;240
12:00;82;13;8;94;820;225
13:00;76;15;8;75;770;191
14:00;74;14;8;67;730;177
15:00;94;15;9;106;950;257
16:00;81;12;8;86;850;213
17:00;90;15;8;106;930;252
18:00;84;17;9;77;850;202
19:00;79;11;7;69;800;184
20:00;80;12;8;61;810;173
21:00;81;13;9;61;800;175
22:00;91;20;14;80;950;212
23:00;57;18;9;33;540;107
