CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.75176;55.299;53.1847;34.698;47.7584;620.809;623.259;128.3
01:00;1.33567;42.0079;47.9169;30.7478;34.0861;489.968;607.976;94.1
02:00;3.22645;28.1014;51.1778;35.7608;11.772;544;607.117;46.1596
03:00;1.19975;21.2247;46.9311;31.3676;5.09711;569.44;613.271;29.0346
04:00;0.84347;21.0685;39.5159;28.2251;8.65626;392.09;594.069;34.3766
05:00;0.913986;23.0341;38.8255;28.0974;12.6619;334.208;555.935;42.4505
06:00;1.87245;43.6456;45.4021;32.2469;59.3413;515.41;517.866;134.2
07:00;2.87036;68.3302;54.6382;39.0835;162.812;926.64;536.266;317.1
08:00;2.57426;75.0183;62.363;41.1858;198.98;1036.09;581.81;379.1
09:00;2.46093;67.8525;61.0335;37.9042;176.385;904.55;652.803;337.4
10:00;2.53776;62.6343;63.4126;37.4401;146.426;803.42;685.231;286.3
11:00;1.57236;53.1054;55.3676;33.1913;85.8521;640.45;694.107;184.4
12:00;1.75313;56.4229;59.7249;32.4582;85.6668;552.28;714.131;187.4
13:00;1.87543;;54.0054;27.4381;;655.65;754.311;
14:00;1.6572;;46.9398;24.3301;;;788.44;
15:00;1.25864;82.1835;42.5245;21.0281;79.7457;609.941;743.197;204
16:00;1.04207;71.9113;39.5414;19.1778;59.6045;519.448;669.391;163
17:00;1.16479;73.8923;37.579;20.145;61.7262;612.229;627.631;168.2
18:00;1.55719;72.6701;37.7694;21.3986;57.0627;536.39;589.484;159.9
19:00;1.85832;78.2146;42.3358;25.0357;78.4602;716.693;600.376;198.1
20:00;1.57541;71.8358;46.3086;26.4227;87.3302;671.337;617.384;205.2
21:00;1.67889;71.5754;45.5595;27.9395;79.0162;608.401;610.634;192.3
22:00;1.68462;67.8562;43.7462;28.6056;80.3934;644.196;614.829;190.8
23:00;2.46428;60.5342;42.187;28.4902;65.2337;576.017;610.589;160.1
