CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;30;91;24;910;67
01:00;30;39;20;810;61
02:00;32;42;24;760;68
03:00;40;44;33;800;91
04:00;33;50;38;870;91
05:00;32;46;54;1010;116
06:00;37;47;101;1410;191
07:00;43;51;150;1970;272
08:00;51;66;217;2950;383
09:00;62;81;269;3620;473
10:00;67;115;303;3690;530
11:00;76;118;246;3160;452
12:00;87;141;271;2720;501
13:00;86;177;255;2520;476
14:00;97;213;271;2720;510
15:00;99;216;313;2760;577
16:00;100;212;322;3410;593
17:00;111;239;430;4850;768
18:00;90;243;285;3270;527
19:00;86;212;296;3590;539
20:00;89;210;324;4000;585
21:00;69;192;245;2880;445
22:00;70;121;235;3040;430
23:00;56;119;191;2300;349
