CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;61;50;1240;122
01:00;;49;;660;
02:00;;17;;340;
03:00;;16;;310;
04:00;;18;;280;
05:00;;7;;310;
06:00;;20;;570;
07:00;;26;;950;
08:00;;29;;1440;
09:00;;33;;1560;
10:00;;38;;1520;
11:00;;50;;1110;
12:00;;45;;1030;
13:00;36;31;54;1140;118
14:00;54;13;84;1250;182
15:00;56;18;91;1380;195
16:00;66;39;124;2320;256
17:00;68;73;147;2740;293
18:00;67;51;154;2330;303
19:00;69;59;146;2130;292
20:00;67;53;167;2170;323
21:00;59;49;84;1590;187
22:00;54;51;79;1530;176
23:00;46;55;46;1200;117
