CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;36;43;520;101
01:00;31;27;380;72
02:00;37;35;500;90
03:00;37;30;470;83
04:00;45;46;420;115
05:00;51;61;480;144
06:00;73;175;910;340
07:00;83;244;1700;456
08:00;89;255;1770;478
09:00;100;321;1790;591
10:00;97;330;1940;601
11:00;100;262;1730;500
12:00;93;231;1400;446
13:00;87;177;1280;357
14:00;78;162;1110;326
15:00;76;126;950;269
16:00;80;129;1090;276
17:00;83;136;1190;289
18:00;78;136;1220;286
19:00;55;90;900;192
20:00;58;94;970;201
21:00;49;83;830;177
22:00;47;72;790;158
23:00;37;58;660;126
