CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;77;1090;161
01:00;39;57;1020;126
02:00;39;38;790;98
03:00;40;44;1070;108
04:00;44;72;900;153
05:00;45;86;1050;177
06:00;57;200;1270;364
07:00;67;290;1730;511
08:00;78;315;2260;561
09:00;75;298;2230;531
10:00;78;292;2180;525
11:00;80;248;2080;460
12:00;70;237;1880;432
13:00;72;187;1510;359
14:00;74;211;1540;396
15:00;65;165;1470;317
16:00;70;231;1870;424
17:00;75;245;2010;450
18:00;71;282;2490;502
19:00;69;208;2510;387
20:00;61;163;1820;311
21:00;59;130;1640;257
22:00;56;124;1420;247
23:00;51;110;1210;218
