CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;52;71;43;115
01:00;33;64;24;68
02:00;67;86;28;109
03:00;53;81;28;95
04:00;60;79;40;121
05:00;55;71;57;141
06:00;67;74;122;252
07:00;88;77;177;357
08:00;101;81;166;354
09:00;109;96;161;353
10:00;103;87;152;334
11:00;97;86;101;250
12:00;88;73;62;182
13:00;106;72;85;234
14:00;103;72;81;224
15:00;131;71;145;351
16:00;127;78;117;303
17:00;111;76;79;228
18:00;118;78;127;311
19:00;111;84;124;299
20:00;101;80;121;283
21:00;83;70;81;205
22:00;62;77;58;149
23:00;56;67;45;124
