CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;31;73;22;64
01:00;22;42;21;53
02:00;15;30;12;34
03:00;16;27;13;35
04:00;18;24;11;34
05:00;21;16;13;41
06:00;31;12;35;84
07:00;26;15;34;78
08:00;41;37;62;135
09:00;35;31;46;105
10:00;37;26;42;100
11:00;42;37;50;118
12:00;37;35;43;103
13:00;41;31;40;102
14:00;51;26;62;145
15:00;64;25;92;204
16:00;51;35;65;149
17:00;71;35;118;250
18:00;90;45;199;394
19:00;77;52;178;349
20:00;73;71;129;269
21:00;63;62;91;203
22:00;51;48;69;156
23:00;39;49;46;108
