CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;62;56;42;760;126
01:00;46;52;24;730;82
02:00;55;60;17;1090;80
03:00;44;57;14;950;66
04:00;61;64;31;910;108
05:00;51;63;24;850;87
06:00;60;74;62;840;154
07:00;61;74;69;880;167
08:00;71;66;75;930;185
09:00;61;62;59;890;150
10:00;65;61;59;850;154
11:00;62;58;51;820;139
12:00;57;54;41;780;119
13:00;59;50;34;710;110
14:00;46;39;27;620;88
15:00;52;35;27;550;93
16:00;54;36;26;520;93
17:00;52;39;27;490;92
18:00;53;35;32;540;101
19:00;60;41;37;560;116
20:00;62;40;42;560;127
21:00;67;48;47;670;139
22:00;64;55;43;710;129
23:00;67;56;52;750;146
