CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;82;114;1880;255
01:00;76;118;2000;255
02:00;67;93;1950;208
03:00;66;93;1840;207
04:00;57;80;1340;179
05:00;54;39;540;113
06:00;73;104;770;232
07:00;87;175;1450;355
08:00;91;164;1410;342
09:00;86;145;1220;308
10:00;78;102;790;233
11:00;68;72;500;179
12:00;70;90;610;208
13:00;76;105;650;236
14:00;80;93;630;221
15:00;83;102;640;239
16:00;92;129;830;289
17:00;103;159;940;345
18:00;123;221;1270;461
19:00;129;203;1520;439
20:00;123;200;1870;427
21:00;112;179;2040;385
22:00;104;149;1900;331
23:00;96;138;1910;306
