CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;11;10;11;280;27
01:00;38;133;40;1400;100
02:00;31;106;20;930;61
03:00;20;82;9;680;35
04:00;19;67;8;580;30
05:00;24;41;18;610;52
06:00;31;27;43;780;96
07:00;42;43;93;1230;183
08:00;39;41;75;1150;154
09:00;34;38;44;890;101
10:00;34;40;44;1010;101
11:00;27;35;25;700;64
12:00;46;19;47;1100;117
13:00;43;11;44;1090;110
14:00;52;30;67;1490;154
15:00;47;19;54;1350;130
16:00;49;15;52;1040;128
17:00;50;26;58;1290;138
18:00;35;28;37;780;91
19:00;47;16;62;1030;142
20:00;47;17;59;870;137
21:00;37;26;38;710;94
22:00;19;31;24;440;57
23:00;14;20;13;320;33
