CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;65;217;213;179;2320;340
01:00;45;167;161;60;1320;137
02:00;38;161;156;30;1130;84
03:00;36;139;136;29;1040;80
04:00;38;139;133;32;990;87
05:00;43;144;134;65;1020;142
06:00;57;153;142;150;1330;287
07:00;73;160;148;270;2000;486
08:00;86;176;166;334;2310;597
09:00;81;187;175;328;2230;583
10:00;80;181;171;240;1890;448
11:00;85;175;166;218;2040;418
12:00;73;145;139;156;1350;311
13:00;73;213;134;142;1260;290
14:00;61;171;109;91;950;200
15:00;79;172;113;188;1450;367
16:00;102;165;112;309;1970;575
17:00;88;141;116;275;1950;508
18:00;97;124;101;261;2020;498
19:00;93;145;121;240;1820;460
20:00;94;132;117;234;1950;452
21:00;94;143;133;260;2170;491
22:00;77;155;149;193;2080;373
23:00;79;214;207;228;2500;428
